Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Departament,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,B1544,Galbula,ruficauda,,,Piciformes,M,23.79,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1545,Machaeropterus,regulus,,,Passeriformes,F,9.63,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1547,Mionectes,oleagineus,,,Passeriformes,U,,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1548,Pipra,erythrocephala,,,Passeriformes,U,11.77,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1549,Mionectes,oleagineus,,,Passeriformes,U,10.06,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1550,Machaeropterus,regulus,,,Passeriformes,M,10.12,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E720,Terenotriccus,erythrurus,,,Passeriformes,U,6.94,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E731,Thamnophilus,atrinucha,,,Passeriformes,F,24.16,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Pipra,erythrocephala,,,Passeriformes,M,10.9,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Gymnopithys,leucaspis,,,Passeriformes,U,34.54,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Mionectes,oleagineus,,,Passeriformes,U,10.13,2014-02-20T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1521,Mionectes,oleagineus,,,Passeriformes,U,,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1546,Mionectes,oleagineus,,,Passeriformes,U,9.94,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1551,Oncostoma,olivaceus,,,Passeriformes,U,6.76,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1552,Machaeropterus,regulus,,,Passeriformes,M,9.2,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1553,Manacus,manacus,,,Passeriformes,M,18.44,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1554,Mionectes,oleagineus,,,Passeriformes,U,10.24,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1555,Phaethornis,striigularis,,,Apodiformes,U,2.87,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1561,Xenops,minutus,,,Passeriformes,U,,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1561,Xenops,minutus,,,Passeriformes,U,11.39,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E722,Leptopogon,amaurocephalus,,,Passeriformes,U,12.77,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E724,Gymnopithys,leucaspis,,,Passeriformes,U,31.04,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E732,Catharus,ustulatus,,,Passeriformes,U,30.71,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Catharus,ustulatus,,,Passeriformes,U,35.56,2014-02-22T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1502,Pipra,erythrocephala,,,Passeriformes,M,10.39,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1521,Dendrocolaptes,sanctithomae,,,Passeriformes,U,80.58,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1533,Malacoptila,panamensis,,,Galbuliformes,F,40.77,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1556,Phaethornis,anthophilus,,,Apodiformes,U,4.96,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1557,Glyphorynchus,spirurus,,,Passeriformes,U,13.3,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1558,Pipra,erythrocephala,,,Passeriformes,M,10.54,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1559,Eucometis,penicillata,,,Passeriformes,U,32.27,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1562,Glyphorynchus,spirurus,,,Passeriformes,U,13.09,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1563,Terenotriccus,erythrurus,,,Passeriformes,U,7.01,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1565,Cnipodectes,subbrunneus,,,Passeriformes,U,27.66,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1566,Glyphorynchus,spirurus,,,Passeriformes,U,13.73,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1567,Dendrocincla,fuliginosa,,,Passeriformes,U,42.15,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1598,Mionectes,oleagineus,,,Passeriformes,U,10.11,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C588,Mionectes,oleagineus,,,Passeriformes,U,10.04,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E706,Glyphorynchus,spirurus,,,Passeriformes,U,14.12,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E707,Eucometis,penicillata,,,Passeriformes,F,34.88,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E723,Machaeropterus,regulus,,,Passeriformes,U,9.84,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Mionectes,oleagineus,,,Passeriformes,U,9.42,2014-02-24T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1568,Epinecrophylla,fulviventris,,,Passeriformes,F,11.92,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1569,Gymnopithys,leucaspis,,,Passeriformes,U,,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1570,Amazilia,amabilis,,,Apodiformes,U,3.91,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1581,Pipra,erythrocephala,,,Passeriformes,M,,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E732,Epinecrophylla,fulviventris,,,Passeriformes,F,10.5,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,F502,Pipra,erythrocephala,,,Passeriformes,F,12.03,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Pipra,erythrocephala,,,Passeriformes,U,10.91,2014-02-25T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E730,Trogon,rufus,,,Trogoniformes,F,55.45,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,,,,,,,,,
GAM,B1535,Mionectes,oleagineus,,,Passeriformes,U,9.81,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B157?,Glyphorynchus,spirurus,,,Passeriformes,U,12.5,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1571,Glyphorynchus,spirurus,,,Passeriformes,U,14.04,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1572,Leptopogon,amaurocephalus,,,Passeriformes,U,11.8,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1573,Pipra,erythrocephala,,,Passeriformes,M,10.73,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1574,Machaeropterus,regulus,,,Passeriformes,F,9.91,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1575,Glyphorynchus,spirurus,,,Passeriformes,U,13.22,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1576,Phaethornis,anthophilus,,,Apodiformes,U,5.1,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1580,Glyphorynchus,spirurus,,,Passeriformes,U,13.22,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1582,Tolmomyias,assimilis,,,Passeriformes,U,14,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1583,Glyphorynchus,spirurus,,,Passeriformes,U,13.9,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1585,Machaeropterus,regulus,,,Passeriformes,M,9.08,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1585,Machaeropterus,regulus,,,Passeriformes,F,10.32,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1586,Pipra,erythrocephala,,,Passeriformes,U,10.49,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1587,Mionectes,oleagineus,,,Passeriformes,U,10.01,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1588,Pipra,erythrocephala,,,Passeriformes,F,11.24,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1589,Pipra,erythrocephala,,,Passeriformes,M,11.49,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1594,Mionectes,oleagineus,,,Passeriformes,U,11.36,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1595,Mionectes,oleagineus,,,Passeriformes,U,8.39,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1597,Glyphorynchus,spirurus,,,Passeriformes,U,14.76,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C587,Machaeropterus,regulus,,,Passeriformes,U,8.84,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Pipra,erythrocephala,,,Passeriformes,U,9.94,2014-02-26T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E745,Epinecrophylla,fulviventris,,,Passeriformes,U,10.25,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,,,,,,,,,
GAM,B1501,Mionectes,oleagineus,,,Passeriformes,U,10.36,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1591,Leptopogon,amaurocephalus,,,Passeriformes,U,13.46,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1592,Mionectes,oleagineus,,,Passeriformes,U,9.44,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1593,Machaeropterus,regulus,,,Passeriformes,F,9.49,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1596,Phaethornis,longirostris,,,Apodiformes,U,7.27,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1596,Schiffornis,turdina,,,Passeriformes,U,38.35,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1600,Gymnopithys,leucaspis,,,Passeriformes,U,32.09,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C584,Mionectes,oleagineus,,,Passeriformes,U,9.7,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E721,Machaeropterus,regulus,,,Passeriformes,M,9.5,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,striigularis,,,Apodiformes,U,2.81,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Oncostoma,olivaceus,,,Passeriformes,U,7.21,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Mionectes,oleagineus,,,Passeriformes,U,11.26,2014-02-27T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1570,Pipra,erythrocephala,,,Passeriformes,M,10.88,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,B1703,Rhynchocyclus,olivaceus,,,Passeriformes,U,23.72,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,B1704,Mionectes,oleagineus,,,Passeriformes,U,10.28,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,B1706,Eucometis,penicillata,,,Passeriformes,U,34.1,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,"P4,20",2,,,,0,,,,
GAM,C588,Pipra,erythrocephala,,,Passeriformes,M,10.96,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,B1593,Mionectes,oleagineus,,,Passeriformes,U,9.33,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1702,Leptopogon,amaurocephalus,,,Passeriformes,U,13.08,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1705,Pipra,erythrocephala,,,Passeriformes,M,10.68,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E710,Glyphorynchus,spirurus,,,Passeriformes,U,14.66,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Schiffornis,turdina,,,Passeriformes,U,,2014-02-28T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1708,Myiobius,atricaudus,,,Passeriformes,U,13.57,2014-03-01T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1798,Pipra,erythrocephala,,,Passeriformes,M,12.46,2014-03-01T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1799,Machaeropterus,regulus,,,Passeriformes,F,10.59,2014-03-01T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1796,Phaethornis,longirostris,,,Apodiformes,U,6.77,2014-03-03T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1797,Terenotriccus,erythrurus,,,Passeriformes,U,7.02,2014-03-03T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1793,Terenotriccus,erythrurus,,,Passeriformes,U,6.35,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,"E1,4",0,,,0,2,,,,
GAM,B1794,Machaeropterus,regulus,,,Passeriformes,M,9.8,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,E707,Leptopogon,amaurocephalus,,,Passeriformes,U,12.75,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,B1788,Mionectes,oleagineus,,,Passeriformes,U,9.36,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1789,Pipra,erythrocephala,,,Passeriformes,F,13.28,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B179?,Mionectes,oleagineus,,,Passeriformes,U,11.02,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B179?,Mionectes,oleagineus,,,Passeriformes,U,9.74,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1790,Glyphorynchus,spirurus,,,Passeriformes,U,12.08,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1792,Catharus,ustulatus,,,Passeriformes,U,28.68,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E798,Phaethornis,longirostris,,,Apodiformes,U,6.35,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Phylidor,fuscipenne,,,Passeriformes,U,25.87,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Machaeropterus,regulus,,,Passeriformes,F,9.82,2014-03-04T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1787,Phaethornis,longirostris,,,Apodiformes,U,6.41,2014-03-05T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1795,Mionectes,oleagineus,,,Passeriformes,U,9.76,2014-03-06T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,"E1,5,6",12,,,0,1,,,,
GAM,B1785,Phaethornis,striigularis,,,Apodiformes,U,2.7,2014-03-06T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1786,Machaeropterus,regulus,,,Passeriformes,F,10.37,2014-03-06T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Myiobius,atricaudus,,,Passeriformes,U,13.32,2014-03-06T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1781,Mionectes,oleagineus,,,Passeriformes,U,11.47,2014-03-07T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1782,Leptotila,verreauxi,,,Columbiformes,U,122.62,2014-03-07T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1783,Machaeropterus,regulus,,,Passeriformes,M,10.27,2014-03-07T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,G397,Pipra,erythrocephala,,,Passeriformes,M,12.2,2014-03-07T08:00:00Z,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
